"materials characterisation","materials processing","79","£76,106,498.00"
"materials characterisation","surfaces & interfaces","24","£16,525,798.00"
"materials processing","surfaces & interfaces","3","£11,243,140.00"
"analytical science","materials processing","1","£7,863,900.00"
"materials processing","optoelect. devices & circuits","22","£54,826,992.00"
"analytical science","instrumentation eng. & dev.","10","£1,655,634.00"
"digital signal processing","networks & distributed systems","7","£3,590,598.00"
"human-computer interactions","networks & distributed systems","9","£1,223,210.00"
"networks & distributed systems","rf & microwave technology","4","£2,089,778.00"
"aerodynamics","combustion","2","£188,921.00"
"continuum mechanics","multiphase flow","6","£348,689.00"
"instrumentation eng. & dev.","materials characterisation","16","£4,353,547.00"
"analytical science","surfaces & interfaces","2","£95,195.00"
"instrumentation eng. & dev.","surfaces & interfaces","15","£5,396,822.00"
"catalysis & applied catalysis","materials characterisation","8","£2,471,431.00"
"design engineering","eng. dynamics & tribology","2","£265,825.00"
"condensed matter physics","instrumentation eng. & dev.","16","£6,425,038.00"
"instrumentation eng. & dev.","intelligent measurement sys.","11","£2,382,740.00"
"system on chip","vlsi design","5","£699,157.00"
"transport ops & management","urban & land management","9","£691,614.00"
"atoms & ions","materials characterisation","2","£1,307,971.00"
"chemical structure","instrumentation eng. & dev.","14","£4,753,675.00"
"biological & medicinal chem.","chemical structure","9","£1,698,530.00"
"biological & medicinal chem.","gas & solution phase reactions","4","£626,996.00"
"chemical structure","electrochemical science & eng.","2","£261,522.00"
"electrochemical science & eng.","gas & solution phase reactions","4","£477,740.00"
"gas & solution phase reactions","instrumentation eng. & dev.","4","£860,238.00"
"biological & medicinal chem.","instrumentation eng. & dev.","6","£1,372,661.00"
"instrumentation eng. & dev.","lasers & optics","8","£3,653,074.00"
"heat & mass transfer","manufacturing machine & plant","1","£165,687.00"
"chemical synthetic methodology","gas & solution phase reactions","8","£1,157,017.00"
"catalysis & applied catalysis","combustion","4","£318,619.00"
"combustion","plasmas - technological","1","£128,664.00"
"biological & medicinal chem.","complex fluids & soft solids","1","£203,179.00"
"instrumentation eng. & dev.","multiphase flow","4","£703,901.00"
"multiphase flow","particle technology","10","£1,977,882.00"
"chemical structure","materials characterisation","14","£3,669,188.00"
"chemical synthetic methodology","instrumentation eng. & dev.","4","£531,864.00"
"materials characterisation","materials synthesis & growth","105","£75,793,187.00"
"biological & medicinal chem.","chemical synthetic methodology","15","£4,372,887.00"
"control engineering","transport ops & management","1","£76,051.00"
"heat & mass transfer","separation processes","1","£149,915.00"
"building ops & management","civil engineering materials","5","£185,892.00"
"instrumentation eng. & dev.","oil & gas extraction","1","£127,422.00"
"atoms & ions","chemical structure","6","£4,212,768.00"
"manufact. enterprise ops& mgmt","nuclear structure","1","£53,359.00"
"building ops & management","energy efficiency","10","£1,057,866.00"
"electronic devices & subsys.","energy efficiency","4","£1,378,557.00"
"materials characterisation","plasmas - technological","4","£670,111.00"
"energy efficiency","materials characterisation","2","£317,402.00"
"catalysis & applied catalysis","instrumentation eng. & dev.","1","£528,227.00"
"parallel computing","system on chip","9","£1,295,160.00"
"heat & mass transfer","safety & reliability of plant","1","£112,131.00"
"magnetism/magnetic phenomena","materials characterisation","26","£4,506,769.00"
"building ops & management","fluid dynamics","1","£92,956.00"
"electronic devices & subsys.","system on chip","6","£1,045,381.00"
"separation processes","water engineering","7","£1,046,941.00"
"control engineering","energy efficiency","2","£129,644.00"
"energy efficiency","intelligent & expert systems","1","£79,139.00"
"electromagnetics","multiphase flow","2","£165,680.00"
"multiphase flow","numerical analysis","4","£409,997.00"
"networks & distributed systems","optical communications","6","£779,285.00"
"optical communications","optoelect. devices & circuits","23","£9,886,111.00"
"eng. dynamics & tribology","materials testing & eng.","19","£3,528,412.00"
"materials processing","materials synthesis & growth","44","£72,732,561.00"
"parallel computing","software engineering","9","£2,324,898.00"
"complex fluids & soft solids","materials characterisation","12","£4,625,456.00"
"condensed matter physics","materials characterisation","38","£46,794,612.00"
"chemical structure","condensed matter physics","6","£2,163,450.00"
"chemical biology","chemical structure","1","£104,794.00"
"plasmas - laser & fusion","scattering & spectroscopy","3","£1,609,462.00"
"electronic devices & subsys.","materials processing","12","£42,839,800.00"
"algebra & geometry","mathematical analysis","8","£4,729,570.00"
"algebra & geometry","robotics & autonomy","1","£104,794.00"
"algebra & geometry","logic & combinatorics","4","£62,229.00"
"combustion","particle technology","1","£146,794.00"
"artificial intelligence","fundamentals of computing","2","£198,449.00"
"heat & mass transfer","particle technology","3","£177,051.00"
"complex fluids & soft solids","particle technology","3","£276,192.00"
"energy efficiency","rf & microwave technology","2","£163,468.00"
"fundamentals of computing","parallel computing","2","£262,673.00"
"electric motor & drive systems","energy storage","5","£589,276.00"
"biomaterials","med.instrument.device& equip.","2","£668,880.00"
"energy efficiency","urban & land management","12","£1,281,510.00"
"construction ops & management","pavement engineering","3","£382,251.00"
"information & knowledge mgmt","software engineering","7","£1,241,621.00"
"information & knowledge mgmt","mathematical aspects of or","2","£393,709.00"
"electric motor & drive systems","wind power","1","£74,561.00"
"biological & medicinal chem.","design & testing technology","1","£235,213.00"
"electrochemical science & eng.","fuel cell technologies","11","£1,083,328.00"
"optical communications","system on chip","4","£1,594,156.00"
"mathematical analysis","mathematical physics","8","£2,376,631.00"
"chemical synthetic methodology","materials characterisation","6","£1,816,909.00"
"materials processing","particle technology","4","£1,017,652.00"
"materials testing & eng.","oil & gas extraction","3","£614,723.00"
"control engineering","manufact. enterprise ops& mgmt","1","£422,746.00"
"image & vision computing","transport ops & management","3","£236,831.00"
"design & testing technology","parallel computing","2","£316,754.00"
"networks & distributed systems","parallel computing","2","£316,754.00"
"catalysis & applied catalysis","chemical synthetic methodology","12","£1,203,405.00"
"networks & distributed systems","software engineering","4","£622,402.00"
"catalysis & applied catalysis","energy storage","1","£247,451.00"
"image & vision computing","tools for the biosciences","1","£131,372.00"
"energy storage","power sys man, prot & control","2","£442,129.00"
"algebra & geometry","non-linear systems mathematics","9","£4,777,275.00"
"analytical science","electrochemical science & eng.","2","£292,621.00"
"catalysis & applied catalysis","surfaces & interfaces","13","£8,986,470.00"
"civil engineering materials","materials characterisation","18","£2,144,281.00"
"aerodynamics","building ops & management","2","£227,858.00"
"chemical structure","surfaces & interfaces","5","£772,920.00"
"design & testing technology","design engineering","10","£12,876,365.00"
"design engineering","design processes","8","£10,508,136.00"
"design & testing technology","design processes","12","£11,487,933.00"
"optical communications","optical devices & subsystems","11","£2,788,213.00"
"asymmetric chemistry","catalysis & applied catalysis","7","£1,247,577.00"
"co-ordination chemistry","combustion","3","£1,028,050.00"
